dayofyear,weekofyear,quarter,weekday,weekend,fecha,year,codigo_barrio,latitud,longitud,conducta,Coordinates,area
1,1,1,1,0,2008-01-01,2008,405,6.27416,-75.566394,HURTO_DE_CARRO,POINT (437348.52213869797 693544.8068185762),481968.1431574272
21,4,1,0,0,2008-01-21,2008,405,6.273042,-75.564864,HURTO_DE_CARRO,POINT (437517.6348043311 693421.0309034691),481968.1431574272
40,6,1,5,1,2008-02-09,2008,405,6.275265,-75.568084,HURTO_DE_CARRO,POINT (437161.709738101 693667.1653438191),481968.1431574272
148,22,2,1,0,2008-05-27,2008,405,6.272532,-75.565506,HURTO_DE_CARRO,POINT (437446.5569820277 693364.727670806),481968.1431574272
212,31,3,2,0,2008-07-30,2008,405,6.273482,-75.566139,HURTO_DE_CARRO,POINT (437376.64884296845 693469.8243962514),481968.1431574272
290,42,4,3,0,2008-10-16,2008,405,6.275764,-75.569153,HURTO_DE_CARRO,POINT (437043.5189901861 693722.457409081),481968.1431574272
183,27,3,3,0,2009-07-02,2009,405,6.274064,-75.566844,HURTO_DE_CARRO,POINT (437298.73247318104 693534.2479516411),481968.1431574272
205,30,3,4,1,2009-07-24,2009,405,6.275269,-75.56556,HURTO_DE_CARRO,POINT (437440.9099779858 693667.3056164802),481968.1431574272
289,42,4,4,1,2009-10-16,2009,405,6.275764,-75.569153,HURTO_DE_CARRO,POINT (437043.5189901861 693722.457409081),481968.1431574272
342,50,4,1,0,2009-12-08,2009,405,6.274076,-75.566326,HURTO_DE_CARRO,POINT (437356.0341448977 693535.5126091983),481968.1431574272
236,34,3,5,1,2008-08-23,2008,405,6.280047,-75.565376,HURTO_A_PERSONA,POINT (437461.83362685534 694195.4849026832),481968.1431574272
28,5,1,2,0,2009-01-28,2009,405,6.272668,-75.565514,HURTO_A_PERSONA,POINT (437445.68824761495 693379.763233166),481968.1431574272
98,15,2,2,0,2009-04-08,2009,405,6.275936,-75.565548,HURTO_A_PERSONA,POINT (437442.316955124 693741.0401014787),481968.1431574272
104,16,2,1,0,2009-04-14,2009,405,6.273042,-75.564864,HURTO_A_PERSONA,POINT (437517.6348043311 693421.0309034691),481968.1431574272
132,20,2,1,0,2009-05-12,2009,405,6.277394,-75.56635,HURTO_A_PERSONA,POINT (437353.7756584438 693902.315788706),481968.1431574272
205,30,3,4,1,2009-07-24,2009,405,6.275269,-75.56556,HURTO_A_PERSONA,POINT (437440.9099779858 693667.3056164802),481968.1431574272
301,44,4,2,0,2009-10-28,2009,405,6.275936,-75.565548,HURTO_A_PERSONA,POINT (437442.316955124 693741.0401014787),481968.1431574272
342,50,4,1,0,2009-12-08,2009,405,6.274076,-75.566326,HURTO_A_PERSONA,POINT (437356.0341448977 693535.5126091983),481968.1431574272
60,9,1,4,1,2008-02-29,2008,405,6.275634,-75.565459,EXTORSION,POINT (437452.12592104473 693707.6438015254),481968.1431574272
48,8,1,1,0,2009-02-17,2009,405,6.280047,-75.565376,EXTORSION,POINT (437461.83362685534 694195.4849026832),481968.1431574272
305,44,4,4,1,2008-10-31,2008,405,6.274925,-75.567783,HOMICIDIO,POINT (437194.9650408854 693629.5427294235),481968.1431574272
86,13,1,2,0,2008-03-26,2008,405,6.276337,-75.56662,HOMICIDIO,POINT (437323.78258234385 693785.4981791396),481968.1431574272
365,1,4,1,0,2008-12-30,2008,405,6.273738,-75.5661,HOMICIDIO,POINT (437380.993514641 693498.1201806593),481968.1431574272
260,38,3,1,0,2008-09-16,2008,405,6.284119,-75.567836,HOMICIDIO,POINT (437190.2040941379 694645.9334674391),481968.1431574272
344,50,4,1,0,2008-12-09,2008,405,6.273441,-75.565184,HOMICIDIO,POINT (437482.2844593199 693465.1779326078),481968.1431574272
161,24,2,0,0,2008-06-09,2008,405,6.278634,-75.568598,HOMICIDIO,POINT (437105.25620397215 694039.665443837),481968.1431574272
319,46,4,4,1,2008-11-14,2008,405,6.276042,-75.568743,HOMICIDIO,POINT (437088.90568180475 693753.1407051557),481968.1431574272
228,33,3,4,1,2008-08-15,2008,405,6.278634,-75.568598,HOMICIDIO,POINT (437105.25620397215 694039.665443837),481968.1431574272
318,46,4,3,0,2008-11-13,2008,405,6.280307,-75.567001,HOMICIDIO,POINT (437282.11219637503 694224.4218624916),481968.1431574272
197,29,3,1,0,2008-07-15,2008,405,6.275746,-75.567674,HOMICIDIO,POINT (437207.12070495065 693720.2901043318),481968.1431574272
54,8,1,5,1,2008-02-23,2008,405,6.278149,-75.566329,HOMICIDIO,POINT (437356.1888403531 693985.7774900201),481968.1431574272
19,3,1,5,1,2008-01-19,2008,405,6.279693,-75.566703,HOMICIDIO,POINT (437315.0025947041 694156.5093196607),481968.1431574272
125,18,2,6,1,2008-05-04,2008,405,6.279003,-75.568514,HOMICIDIO,POINT (437114.59232558735 694080.4478191166),481968.1431574272
251,36,3,6,1,2008-09-07,2008,405,6.283418,-75.565455,HOMICIDIO,POINT (437453.497316924 694568.1537524579),481968.1431574272
62,9,1,6,1,2008-03-02,2008,405,6.275786,-75.567453,HOMICIDIO,POINT (437231.5720450591 693724.6855771691),481968.1431574272
226,33,3,2,0,2008-08-13,2008,405,6.27573,-75.568603,HOMICIDIO,POINT (437104.3547608383 693718.6327196251),481968.1431574272
169,25,2,1,0,2008-06-17,2008,405,6.276042,-75.569021,HOMICIDIO,POINT (437058.15392023034 693753.1740845533),481968.1431574272
249,36,3,6,1,2009-09-06,2009,405,6.281249,-75.56735,HOMICIDIO,POINT (437243.6197082486 694328.6005038704),481968.1431574272
220,32,3,5,1,2009-08-08,2009,405,6.282312,-75.567517,HOMICIDIO,POINT (437225.2740799611 694446.1337508664),481968.1431574272
25,4,1,6,1,2009-01-25,2009,405,6.274919,-75.565006,HOMICIDIO,POINT (437502.1506126712 693628.5475204794),481968.1431574272
202,30,3,1,0,2009-07-21,2009,405,6.28226,-75.566508,HOMICIDIO,POINT (437336.8798973426 694440.2643502889),481968.1431574272
203,30,3,2,0,2009-07-22,2009,405,6.272808,-75.5653,HOMICIDIO,POINT (437469.37728997844 693395.2145106216),481968.1431574272
175,26,2,2,0,2009-06-24,2009,405,6.278619,-75.568487,HOMICIDIO,POINT (437117.53292420396 694037.9938885942),481968.1431574272
110,17,2,0,0,2009-04-20,2009,405,6.284916,-75.564763,HOMICIDIO,POINT (437530.2224213397 694733.6729565348),481968.1431574272
257,38,3,0,0,2009-09-14,2009,405,6.28096,-75.567619,HOMICIDIO,POINT (437213.82918072806 694296.684185885),481968.1431574272
46,7,1,6,1,2009-02-15,2009,405,6.274646,-75.564692,HOMICIDIO,POINT (437536.8521566329 693598.3303295675),481968.1431574272
28,5,1,2,0,2009-01-28,2009,405,6.277026,-75.564796,HOMICIDIO,POINT (437525.63140446384 693861.4483637911),481968.1431574272
115,17,2,5,1,2009-04-25,2009,405,6.281958,-75.567844,HOMICIDIO,POINT (437189.060042407 694407.0387394243),481968.1431574272
161,24,2,2,0,2009-06-10,2009,405,6.275198,-75.56767,HOMICIDIO,POINT (437207.49756546656 693659.7089699425),481968.1431574272
180,27,2,0,0,2009-06-29,2009,405,6.276869,-75.56443,HOMICIDIO,POINT (437566.0987369064 693844.0486133114),481968.1431574272
38,6,1,5,1,2009-02-07,2009,405,6.27629,-75.564528,HOMICIDIO,POINT (437555.1892620904 693780.0526589648),481968.1431574272
216,32,3,1,0,2009-08-04,2009,405,6.27703,-75.568843,HOMICIDIO,POINT (437077.9624531472 693862.3747935338),481968.1431574272
324,47,4,4,1,2009-11-20,2009,405,6.282068,-75.567606,HOMICIDIO,POINT (437215.39997000975 694419.1705478505),481968.1431574272
173,26,2,0,0,2009-06-22,2009,405,6.275701,-75.564739,HOMICIDIO,POINT (437531.77876260586 693714.9646870659),481968.1431574272
125,19,2,1,0,2009-05-05,2009,405,6.277674,-75.565865,HOMICIDIO,POINT (437407.4585790027 693933.2114389898),481968.1431574272
188,28,3,1,0,2009-07-07,2009,405,6.275335,-75.566376,HOMICIDIO,POINT (437350.65360996354 693674.6992882944),481968.1431574272
115,17,2,5,1,2009-04-25,2009,405,6.274256,-75.565697,HOMICIDIO,POINT (437425.6344695213 693555.33623732),481968.1431574272
80,12,1,5,1,2009-03-21,2009,405,6.274918,-75.56588,HOMICIDIO,POINT (437405.47034411615 693628.5412600012),481968.1431574272
345,50,4,4,1,2009-12-11,2009,405,6.280326,-75.566475,HOMICIDIO,POINT (437340.29896125244 694226.4593259121),481968.1431574272
130,19,2,4,1,2008-05-09,2008,405,6.277249,-75.564876,HURTO_A_RESIDENCIA,POINT (437516.80857432896 693886.1102392861),481968.1431574272
3,1,1,3,0,2008-01-03,2008,1109,6.240525,-75.601892,HURTO_DE_CARRO,POINT (433417.5277144974 689830.8588499095),340841.63879955816
6,1,1,6,1,2008-01-06,2008,1109,6.242487,-75.601913,HURTO_DE_CARRO,POINT (433415.45230546175 690047.7589595738),340841.63879955816
39,6,1,4,1,2008-02-08,2008,1109,6.243423,-75.60017,HURTO_DE_CARRO,POINT (433608.39047631604 690151.0129975874),340841.63879955816
47,7,1,5,1,2008-02-16,2008,1109,6.239395,-75.602882,HURTO_DE_CARRO,POINT (433307.8651287672 689706.0634519985),340841.63879955816
59,9,1,3,0,2008-02-28,2008,1109,6.240816,-75.600165,HURTO_DE_CARRO,POINT (433608.61534847936 689862.8107850585),340841.63879955816
97,14,2,6,1,2008-04-06,2008,1109,6.238825,-75.601534,HURTO_DE_CARRO,POINT (433456.9173503763 689642.8800865912),340841.63879955816
99,15,2,1,0,2008-04-08,2008,1109,6.240816,-75.600165,HURTO_DE_CARRO,POINT (433608.61534847936 689862.8107850585),340841.63879955816
143,21,2,3,0,2008-05-22,2008,1109,6.240506,-75.601959,HURTO_DE_CARRO,POINT (433410.1133763074 689828.7668805093),340841.63879955816
172,25,2,4,1,2008-06-20,2008,1109,6.242654,-75.600073,HURTO_DE_CARRO,POINT (433619.0243057322 690065.9884913459),340841.63879955816
175,26,2,0,0,2008-06-23,2008,1109,6.23773,-75.600806,HURTO_DE_CARRO,POINT (433537.31536074355 689521.7369587573),340841.63879955816
187,27,3,5,1,2008-07-05,2008,1109,6.242402,-75.601588,HURTO_DE_CARRO,POINT (433451.3948789829 690038.3212204765),340841.63879955816
189,28,3,0,0,2008-07-07,2008,1109,6.239746,-75.601568,HURTO_DE_CARRO,POINT (433453.27224003646 689744.7001420422),340841.63879955816
199,29,3,3,0,2008-07-17,2008,1109,6.238938,-75.600609,HURTO_DE_CARRO,POINT (433559.2609086704 689655.2554725406),340841.63879955816
202,29,3,6,1,2008-07-20,2008,1109,6.241004,-75.602768,HURTO_DE_CARRO,POINT (433320.6799272889 689883.9226516082),340841.63879955816
210,31,3,0,0,2008-07-28,2008,1109,6.239923,-75.602841,HURTO_DE_CARRO,POINT (433312.4675557717 689764.4282285128),340841.63879955816
226,33,3,2,0,2008-08-13,2008,1109,6.237679,-75.602167,HURTO_DE_CARRO,POINT (433386.7462049865 689516.2706964478),340841.63879955816
229,33,3,5,1,2008-08-16,2008,1109,6.241093,-75.602302,HURTO_DE_CARRO,POINT (433372.24282764934 689893.7025901442),340841.63879955816
242,35,3,4,1,2008-08-29,2008,1109,6.238844,-75.601072,HURTO_DE_CARRO,POINT (433508.0290975517 689644.9222281431),340841.63879955816
271,39,3,5,1,2008-09-27,2008,1109,6.240914,-75.600284,HURTO_DE_CARRO,POINT (433595.46320996934 689873.6595919192),340841.63879955816
288,42,4,1,0,2008-10-14,2008,1109,6.244072,-75.600026,HURTO_DE_CARRO,POINT (433624.40224137885 690222.7412399916),340841.63879955816
28,5,1,2,0,2009-01-28,2009,1109,6.241259,-75.599452,HURTO_DE_CARRO,POINT (433687.5472877349 689911.6942754508),340841.63879955816
30,5,1,4,1,2009-01-30,2009,1109,6.242751,-75.600193,HURTO_DE_CARRO,POINT (433605.7614636712 690076.7268777051),340841.63879955816
55,9,1,1,0,2009-02-24,2009,1109,6.239301,-75.599826,HURTO_DE_CARRO,POINT (433645.92692789657 689695.2861828711),340841.63879955816
117,18,2,0,0,2009-04-27,2009,1109,6.240974,-75.599628,HURTO_DE_CARRO,POINT (433668.0413069857 689880.2099274303),340841.63879955816
213,31,3,5,1,2009-08-01,2009,1109,6.242838,-75.601022,HURTO_DE_CARRO,POINT (433514.06392311293 690086.4491950186),340841.63879955816
231,34,3,2,0,2009-08-19,2009,1109,6.237748,-75.602494,HURTO_DE_CARRO,POINT (433350.5800338404 689523.9399100414),340841.63879955816
275,40,4,4,1,2009-10-02,2009,1109,6.239004,-75.598411,HURTO_DE_CARRO,POINT (433802.4256763157 689662.275205518),340841.63879955816
276,40,4,5,1,2009-10-03,2009,1109,6.240757,-75.599659,HURTO_DE_CARRO,POINT (433664.5846120039 689856.2246713814),340841.63879955816
279,41,4,1,0,2009-10-06,2009,1109,6.244362,-75.600005,HURTO_DE_CARRO,POINT (433626.7618872769 690254.7978431935),340841.63879955816
294,43,4,2,0,2009-10-21,2009,1109,6.240405,-75.600185,HURTO_DE_CARRO,POINT (433606.35109181865 689817.3776144771),340841.63879955816
301,44,4,2,0,2009-10-28,2009,1109,6.242751,-75.600193,HURTO_DE_CARRO,POINT (433605.7614636712 690076.7268777051),340841.63879955816
314,46,4,1,0,2009-11-10,2009,1109,6.24155,-75.599672,HURTO_DE_CARRO,POINT (433663.2462271005 689943.8917569651),340841.63879955816
315,46,4,2,0,2009-11-11,2009,1109,6.239036,-75.602904,HURTO_DE_CARRO,POINT (433305.38596406527 689666.3790824006),340841.63879955816
349,51,4,1,0,2009-12-15,2009,1109,6.242654,-75.600073,HURTO_DE_CARRO,POINT (433619.0243057322 690065.9884913459),340841.63879955816
355,52,4,0,0,2009-12-21,2009,1109,6.244184,-75.602628,HURTO_DE_CARRO,POINT (433336.56962611014 690235.451336456),340841.63879955816
50,8,1,1,0,2008-02-19,2008,1109,6.244184,-75.602628,HURTO_A_PERSONA,POINT (433336.56962611014 690235.451336456),340841.63879955816
82,12,1,5,1,2008-03-22,2008,1109,6.240145,-75.598865,HURTO_A_PERSONA,POINT (433752.34467227885 689788.4687519036),340841.63879955816
149,22,2,2,0,2008-05-28,2008,1109,6.244184,-75.602628,HURTO_A_PERSONA,POINT (433336.56962611014 690235.451336456),340841.63879955816
162,24,2,1,0,2008-06-10,2008,1109,6.245043,-75.602566,HURTO_A_PERSONA,POINT (433343.5370238642 690330.4052430161),340841.63879955816
211,31,3,1,0,2008-07-29,2008,1109,6.241688,-75.600844,HURTO_A_PERSONA,POINT (433533.610287287 689959.2952198867),340841.63879955816
211,31,3,1,0,2008-07-29,2008,1109,6.245043,-75.602566,HURTO_A_PERSONA,POINT (433343.5370238642 690330.4052430161),340841.63879955816
223,32,3,6,1,2008-08-10,2008,1109,6.238868,-75.600141,HURTO_A_PERSONA,POINT (433611.0251902241 689647.4580754454),340841.63879955816
271,39,3,5,1,2008-09-27,2008,1109,6.240914,-75.600284,HURTO_A_PERSONA,POINT (433595.46320996934 689873.6595919192),340841.63879955816
277,40,4,4,1,2008-10-03,2008,1109,6.237645,-75.602986,HURTO_A_PERSONA,POINT (433296.13874624216 689512.6155607412),340841.63879955816
341,49,4,5,1,2008-12-06,2008,1109,6.240816,-75.600165,HURTO_A_PERSONA,POINT (433608.61534847936 689862.8107850585),340841.63879955816
4,1,1,6,1,2009-01-04,2009,1109,6.244072,-75.600026,HURTO_A_PERSONA,POINT (433624.40224137885 690222.7412399916),340841.63879955816
16,3,1,4,1,2009-01-16,2009,1109,6.244184,-75.602628,HURTO_A_PERSONA,POINT (433336.56962611014 690235.451336456),340841.63879955816
26,5,1,0,0,2009-01-26,2009,1109,6.239004,-75.598411,HURTO_A_PERSONA,POINT (433802.4256763157 689662.275205518),340841.63879955816
65,10,1,4,1,2009-03-06,2009,1109,6.241004,-75.602768,HURTO_A_PERSONA,POINT (433320.6799272889 689883.9226516082),340841.63879955816
83,13,1,1,0,2009-03-24,2009,1109,6.242007,-75.602466,HURTO_A_PERSONA,POINT (433354.21570328856 689994.7652718648),340841.63879955816
122,18,2,5,1,2009-05-02,2009,1109,6.243919,-75.599891,HURTO_A_PERSONA,POINT (433639.31737858296 690205.8102133637),340841.63879955816
260,38,3,3,0,2009-09-17,2009,1109,6.24437,-75.601574,HURTO_A_PERSONA,POINT (433453.19206507725 690255.8802059242),340841.63879955816
276,40,4,5,1,2009-10-03,2009,1109,6.240757,-75.599659,HURTO_A_PERSONA,POINT (433664.5846120039 689856.2246713814),340841.63879955816
283,41,4,5,1,2009-10-10,2009,1109,6.238868,-75.600141,HURTO_A_PERSONA,POINT (433611.0251902241 689647.4580754454),340841.63879955816
301,44,4,2,0,2009-10-28,2009,1109,6.242751,-75.600193,HURTO_A_PERSONA,POINT (433605.7614636712 690076.7268777051),340841.63879955816
340,49,4,6,1,2009-12-06,2009,1109,6.242854,-75.600703,HURTO_A_PERSONA,POINT (433549.3554593883 690088.177736108),340841.63879955816
348,50,4,5,1,2008-12-13,2008,1109,6.242979,-75.600153,HOMICIDIO,POINT (433610.215192926 690101.9270394769),340841.63879955816
18,3,1,4,1,2008-01-18,2008,1109,6.240641,-75.602891,HOMICIDIO,POINT (433307.02703991736 689843.8088636509),340841.63879955816
119,18,2,0,0,2008-04-28,2008,1109,6.241582,-75.598979,HOMICIDIO,POINT (433739.91385331406 689947.3421404401),340841.63879955816
325,47,4,3,0,2008-11-20,2008,1109,6.242735,-75.600161,HOMICIDIO,POINT (433609.29946353723 690074.9540591064),340841.63879955816
273,40,3,2,0,2009-09-30,2009,1109,6.24261,-75.599774,HOMICIDIO,POINT (433652.09578525595 690061.0866679172),340841.63879955816
294,43,4,2,0,2009-10-21,2009,1109,6.242605,-75.600216,HOMICIDIO,POINT (433603.1986916681 690060.5896026865),340841.63879955816
318,46,4,5,1,2009-11-14,2009,1109,6.238582,-75.600243,HOMICIDIO,POINT (433599.70531418105 689615.853873757),340841.63879955816
26,5,1,0,0,2009-01-26,2009,1109,6.242861,-75.600406,HOMICIDIO,POINT (433582.2120980738 690088.9141295089),340841.63879955816
194,29,3,0,0,2009-07-13,2009,1109,6.239183,-75.600142,HOMICIDIO,POINT (433610.9542053466 689682.2811732041),340841.63879955816
52,8,1,5,1,2009-02-21,2009,1109,6.242379,-75.601292,HOMICIDIO,POINT (433484.13714211783 690035.7412130916),340841.63879955816
32,5,1,4,1,2008-02-01,2008,1109,6.24197,-75.599459,HURTO_A_RESIDENCIA,POINT (433686.8623188329 689990.2955763959),340841.63879955816
174,25,2,6,1,2008-06-22,2008,1109,6.239518,-75.602439,HURTO_A_RESIDENCIA,POINT (433356.8880798428 689719.6049732583),340841.63879955816
34,6,1,1,0,2009-02-03,2009,1109,6.239766,-75.598492,HURTO_A_RESIDENCIA,POINT (433793.5605895371 689746.5237806389),340841.63879955816
146,22,2,1,0,2009-05-26,2009,1109,6.239323,-75.59941,HURTO_A_RESIDENCIA,POINT (433691.9501802637 689697.6659182906),340841.63879955816
240,35,3,4,1,2009-08-28,2009,1109,6.241799,-75.602478,HURTO_A_RESIDENCIA,POINT (433352.8619054841 689971.7725611797),340841.63879955816
4,1,1,4,1,2008-01-04,2008,912,6.237972,-75.561801,HURTO_DE_CARRO,POINT (437852.3166126462 689543.7328173062),354377.32760963915
103,15,2,5,1,2008-04-12,2008,912,6.234931,-75.561295,HURTO_DE_CARRO,POINT (437907.93545184296 689207.4956422129),354377.32760963915
326,47,4,4,1,2008-11-21,2008,912,6.235476,-75.562802,HURTO_DE_CARRO,POINT (437741.2857997997 689267.9221293413),354377.32760963915
266,39,3,2,0,2009-09-23,2009,912,6.235114,-75.561562,HURTO_DE_CARRO,POINT (437878.41975099564 689227.7574263838),354377.32760963915
295,43,4,3,0,2009-10-22,2009,912,6.241505,-75.562541,HURTO_DE_CARRO,POINT (437770.8703724456 689934.3875805122),354377.32760963915
326,47,4,4,1,2008-11-21,2008,912,6.235476,-75.562802,HURTO_A_PERSONA,POINT (437741.2857997997 689267.9221293413),354377.32760963915
304,44,4,5,1,2009-10-31,2009,912,6.237787,-75.561498,HURTO_A_PERSONA,POINT (437885.81442745123 689523.2456649042),354377.32760963915
332,48,4,3,0,2008-11-27,2008,912,6.233835,-75.564447,HOMICIDIO,POINT (437559.1114781263 689086.7066315),354377.32760963915
205,30,3,4,1,2009-07-24,2009,912,6.241686,-75.561642,HOMICIDIO,POINT (437870.3435604841 689954.2907621707),354377.32760963915
142,21,2,4,1,2009-05-22,2009,912,6.241447,-75.562294,HOMICIDIO,POINT (437798.1879042324 689927.9466119992),354377.32760963915
66,10,1,5,1,2009-03-07,2009,912,6.236007,-75.563122,HOMICIDIO,POINT (437705.94806283456 689326.6611052713),354377.32760963915
214,31,3,6,1,2009-08-02,2009,912,6.233593,-75.561851,HOMICIDIO,POINT (437846.26968175726 689059.6474116176),354377.32760963915
282,41,4,4,1,2009-10-09,2009,912,6.235267,-75.561342,HURTO_A_RESIDENCIA,POINT (437902.77553854836 689244.6454217504),354377.32760963915
4,1,1,4,1,2008-01-04,2008,1606,6.218799,-75.59896,HURTO_DE_CARRO,POINT (433739.15828364005 687428.7005877369),354281.47966531874
202,29,3,6,1,2008-07-20,2008,1606,6.223328,-75.595038,HURTO_DE_CARRO,POINT (434173.61424516013 687928.8869883423),354281.47966531874
216,31,3,6,1,2008-08-03,2008,1606,6.221776,-75.594314,HURTO_DE_CARRO,POINT (434253.5170377075 687757.2249219009),354281.47966531874
255,37,3,3,0,2008-09-11,2008,1606,6.222326,-75.592186,HURTO_DE_CARRO,POINT (434489.0051844364 687817.7626237512),354281.47966531874
48,8,1,1,0,2009-02-17,2009,1606,6.222827,-75.595204,HURTO_DE_CARRO,POINT (434155.18738958426 687873.5226414527),354281.47966531874
250,37,3,0,0,2009-09-07,2009,1606,6.220623,-75.597389,HURTO_DE_CARRO,POINT (433913.18648190703 687630.1453682454),354281.47966531874
339,49,4,5,1,2009-12-05,2009,1606,6.218455,-75.593271,HURTO_DE_CARRO,POINT (434368.4919417985 687389.9624099851),354281.47966531874
115,17,2,3,0,2008-04-24,2008,1606,6.223328,-75.595038,HURTO_A_PERSONA,POINT (434173.61424516013 687928.8869883423),354281.47966531874
199,29,3,3,0,2008-07-17,2008,1606,6.221987,-75.593547,HURTO_A_PERSONA,POINT (434338.3962294096 687780.4554121599),354281.47966531874
202,29,3,6,1,2008-07-20,2008,1606,6.223328,-75.595038,HURTO_A_PERSONA,POINT (434173.61424516013 687928.8869883423),354281.47966531874
216,31,3,6,1,2008-08-03,2008,1606,6.221776,-75.594314,HURTO_A_PERSONA,POINT (434253.5170377075 687757.2249219009),354281.47966531874
341,49,4,5,1,2008-12-06,2008,1606,6.222292,-75.596708,HURTO_A_PERSONA,POINT (433988.7337819098 687814.5665387266),354281.47966531874
347,50,4,4,1,2008-12-12,2008,1606,6.219756,-75.596155,HURTO_A_PERSONA,POINT (434049.5958767549 687534.145339342),354281.47966531874
88,13,1,6,1,2009-03-29,2009,1606,6.219741,-75.592878,HURTO_A_PERSONA,POINT (434412.12906112365 687532.079533713),354281.47966531874
142,21,2,4,1,2009-05-22,2009,1606,6.221841,-75.592742,HURTO_A_PERSONA,POINT (434427.43501584604 687764.2153478501),354281.47966531874
195,29,3,1,0,2009-07-14,2009,1606,6.221523,-75.595714,HURTO_A_PERSONA,POINT (434098.6038711702 687729.4303601311),354281.47966531874
218,32,3,3,0,2009-08-06,2009,1606,6.220307,-75.596512,HURTO_A_PERSONA,POINT (434010.16960829246 687595.1023569689),354281.47966531874
244,36,3,1,0,2009-09-01,2009,1606,6.220949,-75.593039,HURTO_A_PERSONA,POINT (434394.46738325513 687665.6425757895),354281.47966531874
334,49,4,0,0,2009-11-30,2009,1606,6.221038,-75.598447,HURTO_A_PERSONA,POINT (433796.19181752804 687676.1555650019),354281.47966531874
334,49,4,0,0,2009-11-30,2009,1606,6.220771,-75.597602,HURTO_A_PERSONA,POINT (433889.64077536174 687646.5332468736),354281.47966531874
24,4,1,3,0,2008-01-24,2008,1606,6.218926,-75.597624,HOMICIDIO,POINT (433886.97641217883 687442.5731154653),354281.47966531874
302,44,4,1,0,2008-10-28,2008,1606,6.219495,-75.598891,HOMICIDIO,POINT (433746.8789132313 687505.6340545104),354281.47966531874
9,2,1,4,1,2009-01-09,2009,1606,6.222662,-75.592042,HOMICIDIO,POINT (434504.97744691465 687854.8892056944),354281.47966531874
177,26,2,4,1,2009-06-26,2009,1606,6.21907,-75.598192,HOMICIDIO,POINT (433824.1563482265 687458.5632087425),354281.47966531874
46,7,1,6,1,2009-02-15,2009,1606,6.222169,-75.593409,HOMICIDIO,POINT (434353.6857102909 687800.558174857),354281.47966531874
333,48,4,6,1,2009-11-29,2009,1606,6.220277,-75.592562,HOMICIDIO,POINT (434447.1545813245 687591.2945548495),354281.47966531874
109,16,2,6,1,2009-04-19,2009,1606,6.219466,-75.597578,HURTO_A_RESIDENCIA,POINT (433892.1328624779 687502.2638167645),354281.47966531874
322,47,4,2,0,2009-11-18,2009,1606,6.219558,-75.594338,HURTO_A_RESIDENCIA,POINT (434250.58630856173 687512.0303884383),354281.47966531874
5,1,1,5,1,2008-01-05,2008,1105,6.239474,-75.582965,HURTO_DE_CARRO,POINT (435511.21321326564 689712.3186180714),682460.833531803
43,7,1,1,0,2008-02-12,2008,1105,6.239561,-75.583098,HURTO_DE_CARRO,POINT (435496.51061901625 689721.9526350722),682460.833531803
63,10,1,0,0,2008-03-03,2008,1105,6.243561,-75.581555,HURTO_DE_CARRO,POINT (435667.69418129465 690163.9591286707),682460.833531803
88,13,1,4,1,2008-03-28,2008,1105,6.242209,-75.58247,HURTO_DE_CARRO,POINT (435566.30713399465 690014.6089962119),682460.833531803
104,15,2,6,1,2008-04-13,2008,1105,6.241466,-75.578693,HURTO_DE_CARRO,POINT (435984.0482697184 689932.0109283642),682460.833531803
113,17,2,1,0,2008-04-22,2008,1105,6.243137,-75.58315,HURTO_DE_CARRO,POINT (435491.1955203531 690117.2814849019),682460.833531803
157,23,2,3,0,2008-06-05,2008,1105,6.239398,-75.587566,HURTO_DE_CARRO,POINT (435002.2143001611 689704.4819984763),682460.833531803
262,38,3,3,0,2008-09-18,2008,1105,6.241466,-75.578693,HURTO_DE_CARRO,POINT (435984.0482697184 689932.0109283642),682460.833531803
265,38,3,6,1,2008-09-21,2008,1105,6.240126,-75.583134,HURTO_DE_CARRO,POINT (435492.59718691395 689784.417105183),682460.833531803
289,42,4,2,0,2008-10-15,2008,1105,6.239474,-75.582965,HURTO_DE_CARRO,POINT (435511.21321326564 689712.3186180714),682460.833531803
297,43,4,3,0,2008-10-23,2008,1105,6.241272,-75.587718,HURTO_DE_CARRO,POINT (434985.63016117964 689911.6693402232),682460.833531803
329,48,4,0,0,2008-11-24,2008,1105,6.239561,-75.583098,HURTO_DE_CARRO,POINT (435496.51061901625 689721.9526350722),682460.833531803
337,49,4,1,0,2008-12-02,2008,1105,6.242209,-75.58247,HURTO_DE_CARRO,POINT (435566.30713399465 690014.6089962119),682460.833531803
50,8,1,3,0,2009-02-19,2009,1105,6.24487,-75.579473,HURTO_DE_CARRO,POINT (435898.174419888 690308.4136243293),682460.833531803
51,8,1,4,1,2009-02-20,2009,1105,6.242166,-75.583142,HURTO_DE_CARRO,POINT (435491.96171778446 690009.9376215047),682460.833531803
92,14,2,3,0,2009-04-02,2009,1105,6.244607,-75.580748,HURTO_DE_CARRO,POINT (435757.095971226 690279.4946480797),682460.833531803
111,17,2,1,0,2009-04-21,2009,1105,6.241714,-75.583597,HURTO_DE_CARRO,POINT (435441.57188886916 689960.0252873842),682460.833531803
134,20,2,3,0,2009-05-14,2009,1105,6.242209,-75.58247,HURTO_DE_CARRO,POINT (435566.30713399465 690014.6089962119),682460.833531803
