dayofyear,weekofyear,quarter,weekday,weekend,fecha,year,codigo_barrio,latitud,longitud,conducta,Coordinates,area
116,17,2,6,1,2009-04-26,2009,1418,6.20922,-75.565971,HURTO_DE_CARRO,POINT (437387.60333649965 686365.7387367036),261124.66551665217
246,36,3,3,0,2009-09-03,2009,1418,6.210405,-75.569878,HURTO_DE_CARRO,POINT (436955.5056368923 686497.2020175804),261124.66551665217
30,5,1,2,0,2008-01-30,2008,1418,6.209599,-75.569885,HURTO_A_PERSONA,POINT (436954.6353448541 686408.1008316507),261124.66551665217
39,6,1,4,1,2008-02-08,2008,1418,6.209835,-75.570638,HURTO_A_PERSONA,POINT (436871.3576939929 686434.2799471201),261124.66551665217
86,13,1,2,0,2008-03-26,2008,1418,6.210594,-75.57046,HURTO_A_PERSONA,POINT (436891.1405238292 686518.1649874466),261124.66551665217
86,13,1,2,0,2008-03-26,2008,1418,6.209969,-75.570588,HURTO_A_PERSONA,POINT (436876.9052408801 686449.0874766776),261124.66551665217
92,14,2,1,0,2008-04-01,2008,1418,6.210638,-75.568029,HURTO_A_PERSONA,POINT (437160.09113563615 686522.7400383892),261124.66551665217
100,15,2,2,0,2008-04-09,2008,1418,6.209766,-75.568008,HURTO_A_PERSONA,POINT (437162.3110157086 686426.339362338),261124.66551665217
117,17,2,5,1,2008-04-26,2008,1418,6.208385,-75.567915,HURTO_A_PERSONA,POINT (437172.4360950905 686273.6610307962),261124.66551665217
117,17,2,5,1,2008-04-26,2008,1418,6.210926,-75.570222,HURTO_A_PERSONA,POINT (436917.51036538056 686554.8387071945),261124.66551665217
124,18,2,5,1,2008-05-03,2008,1418,6.209198,-75.566525,HURTO_A_PERSONA,POINT (437326.31070705375 686363.3721898667),261124.66551665217
131,19,2,5,1,2008-05-10,2008,1418,6.209766,-75.568008,HURTO_A_PERSONA,POINT (437162.3110157086 686426.339362338),261124.66551665217
153,22,2,6,1,2008-06-01,2008,1418,6.209,-75.568319,HURTO_A_PERSONA,POINT (437127.81369060156 686341.6962109924),261124.66551665217
174,25,2,6,1,2008-06-22,2008,1418,6.208825,-75.566163,HURTO_A_PERSONA,POINT (437366.315358208 686322.0948425276),261124.66551665217
207,30,3,4,1,2008-07-25,2008,1418,6.208682,-75.570326,HURTO_A_PERSONA,POINT (436905.73757210444 686306.7804461522),261124.66551665217
215,31,3,5,1,2008-08-02,2008,1418,6.208476,-75.567179,HURTO_A_PERSONA,POINT (437253.8720309638 686283.6337025171),261124.66551665217
227,33,3,3,0,2008-08-14,2008,1418,6.208886,-75.56762,HURTO_A_PERSONA,POINT (437205.13188397745 686329.010784414),261124.66551665217
242,35,3,4,1,2008-08-29,2008,1418,6.208476,-75.567179,HURTO_A_PERSONA,POINT (437253.8720309638 686283.6337025171),261124.66551665217
250,36,3,5,1,2008-09-06,2008,1418,6.209857,-75.568837,HURTO_A_PERSONA,POINT (437070.60810120625 686436.497689522),261124.66551665217
252,37,3,0,0,2008-09-08,2008,1418,6.20919,-75.568959,HURTO_A_PERSONA,POINT (437057.0318272534 686362.7764092486),261124.66551665217
254,37,3,2,0,2008-09-10,2008,1418,6.208579,-75.567142,HURTO_A_PERSONA,POINT (437257.9776042746 686295.0158006981),261124.66551665217
283,41,4,3,0,2008-10-09,2008,1418,6.210572,-75.570366,HURTO_A_PERSONA,POINT (436901.5372760717 686515.7217213744),261124.66551665217
284,41,4,4,1,2008-10-10,2008,1418,6.210343,-75.567869,HURTO_A_PERSONA,POINT (437177.7572169339 686490.109284846),261124.66551665217
289,42,4,2,0,2008-10-15,2008,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
291,42,4,4,1,2008-10-17,2008,1418,6.21053,-75.569959,HURTO_A_PERSONA,POINT (436946.5593452 686511.0302124416),261124.66551665217
294,43,4,0,0,2008-10-20,2008,1418,6.207678,-75.567074,HURTO_A_PERSONA,POINT (437265.3939685816 686195.4036839016),261124.66551665217
297,43,4,3,0,2008-10-23,2008,1418,6.208088,-75.566549,HURTO_A_PERSONA,POINT (437323.5243145893 686240.6663693079),261124.66551665217
298,43,4,4,1,2008-10-24,2008,1418,6.210079,-75.56881,HURTO_A_PERSONA,POINT (437073.6215141397 686461.0362243201),261124.66551665217
312,45,4,4,1,2008-11-07,2008,1418,6.209683,-75.569702,HURTO_A_PERSONA,POINT (436974.8909533694 686417.3651191052),261124.66551665217
320,46,4,5,1,2008-11-15,2008,1418,6.208765,-75.567774,HURTO_A_PERSONA,POINT (437188.0802322907 686315.6526899667),261124.66551665217
322,47,4,0,0,2008-11-17,2008,1418,6.209857,-75.568243,HURTO_A_PERSONA,POINT (437136.3233490244 686436.4271508215),261124.66551665217
332,48,4,3,0,2008-11-27,2008,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
336,49,4,0,0,2008-12-01,2008,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
346,50,4,3,0,2008-12-11,2008,1418,6.211066,-75.569224,HURTO_A_PERSONA,POINT (437027.9372675797 686570.1967022737),261124.66551665217
364,1,4,0,0,2008-12-29,2008,1418,6.21014,-75.567013,HURTO_A_PERSONA,POINT (437272.4338482745 686467.566505176),261124.66551665217
24,4,1,5,1,2009-01-24,2009,1418,6.210405,-75.569878,HURTO_A_PERSONA,POINT (436955.5056368923 686497.2020175804),261124.66551665217
28,5,1,2,0,2009-01-28,2009,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
34,6,1,1,0,2009-02-03,2009,1418,6.208817,-75.565539,HURTO_A_PERSONA,POINT (437435.34871668473 686321.1367172668),261124.66551665217
47,8,1,0,0,2009-02-16,2009,1418,6.210405,-75.569878,HURTO_A_PERSONA,POINT (436955.5056368923 686497.2020175804),261124.66551665217
183,27,3,3,0,2009-07-02,2009,1418,6.209525,-75.570745,HURTO_A_PERSONA,POINT (436859.48316697596 686400.0226896167),261124.66551665217
192,28,3,5,1,2009-07-11,2009,1418,6.211197,-75.570114,HURTO_A_PERSONA,POINT (436929.4908242993 686584.7844647901),261124.66551665217
227,33,3,5,1,2009-08-15,2009,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
228,33,3,6,1,2009-08-16,2009,1418,6.208913,-75.570963,HURTO_A_PERSONA,POINT (436835.292501563 686332.3930435862),261124.66551665217
231,34,3,2,0,2009-08-19,2009,1418,6.210572,-75.570366,HURTO_A_PERSONA,POINT (436901.5372760717 686515.7217213744),261124.66551665217
232,34,3,3,0,2009-08-20,2009,1418,6.208175,-75.568396,HURTO_A_PERSONA,POINT (437119.1971819783 686250.5029396475),261124.66551665217
244,36,3,1,0,2009-09-01,2009,1418,6.210572,-75.570366,HURTO_A_PERSONA,POINT (436901.5372760717 686515.7217213744),261124.66551665217
266,39,3,2,0,2009-09-23,2009,1418,6.209599,-75.565962,HURTO_A_PERSONA,POINT (437388.64378877025 686407.6354917482),261124.66551665217
294,43,4,2,0,2009-10-21,2009,1418,6.210273,-75.567095,HURTO_A_PERSONA,POINT (437263.3777964094 686482.2791496062),261124.66551665217
302,44,4,3,0,2009-10-29,2009,1418,6.210405,-75.569878,HURTO_A_PERSONA,POINT (436955.5056368923 686497.2020175804),261124.66551665217
337,49,4,3,0,2009-12-03,2009,1418,6.209534,-75.567383,HURTO_A_PERSONA,POINT (437231.4283763355 686400.6180335812),261124.66551665217
338,49,4,4,1,2009-12-04,2009,1418,6.210572,-75.570366,HURTO_A_PERSONA,POINT (436901.5372760717 686515.7217213744),261124.66551665217
343,50,4,2,0,2009-12-09,2009,1418,6.207911,-75.568499,HURTO_A_PERSONA,POINT (437107.77076223586 686221.3303943926),261124.66551665217
187,27,3,5,1,2008-07-05,2008,1418,6.209424,-75.568983,HOMICIDIO,POINT (437054.4044484156 686388.6475846691),261124.66551665217
167,24,2,6,1,2008-06-15,2008,1418,6.20868,-75.570206,HOMICIDIO,POINT (436919.0131751075 686306.5450584802),261124.66551665217
114,17,2,4,1,2009-04-24,2009,1418,6.210286,-75.569215,HOMICIDIO,POINT (437028.84027211776 686483.9678791654),261124.66551665217
273,40,3,2,0,2009-09-30,2009,1418,6.207758,-75.567682,HOMICIDIO,POINT (437198.1390887501 686204.3195814547),261124.66551665217
141,21,2,3,0,2009-05-21,2009,1418,6.207624,-75.5671,HOMICIDIO,POINT (437262.51114319556 686189.4371516614),261124.66551665217
112,17,2,0,0,2008-04-21,2008,1416,6.200814,-75.567774,HURTO_DE_CARRO,POINT (437187.1387837208 685436.682761525),431643.43365161354
34,6,1,1,0,2009-02-03,2009,1416,6.201043,-75.565932,HURTO_DE_CARRO,POINT (437390.9528574969 685461.7805426242),431643.43365161354
141,21,2,3,0,2009-05-21,2009,1416,6.200422,-75.571038,HURTO_DE_CARRO,POINT (436825.9839546658 685393.7354316715),431643.43365161354
59,9,1,3,0,2008-02-28,2008,1416,6.201792,-75.570286,HURTO_A_PERSONA,POINT (436909.3433640851 685545.0972139846),431643.43365161354
77,12,1,0,0,2008-03-17,2008,1416,6.202139,-75.572052,HURTO_A_PERSONA,POINT (436714.0060472448 685583.6679319288),431643.43365161354
163,24,2,2,0,2008-06-11,2008,1416,6.203358,-75.571649,HURTO_A_PERSONA,POINT (436758.73658357246 685718.3783721772),431643.43365161354
205,30,3,2,0,2008-07-23,2008,1416,6.199971,-75.568612,HURTO_A_PERSONA,POINT (437094.3279251328 685343.5898155968),431643.43365161354
243,35,3,5,1,2008-08-30,2008,1416,6.198902,-75.565374,HURTO_A_PERSONA,POINT (437452.4341177984 685225.030829851),431643.43365161354
281,41,4,1,0,2008-10-07,2008,1416,6.201528,-75.567299,HURTO_A_PERSONA,POINT (437239.7741649547 685515.5580392707),431643.43365161354
309,45,4,1,0,2008-11-04,2008,1416,6.203358,-75.571649,HURTO_A_PERSONA,POINT (436758.73658357246 685718.3783721772),431643.43365161354
318,46,4,3,0,2008-11-13,2008,1416,6.200422,-75.571038,HURTO_A_PERSONA,POINT (436825.9839546658 685393.7354316715),431643.43365161354
354,51,4,4,1,2008-12-19,2008,1416,6.200166,-75.572974,HURTO_A_PERSONA,POINT (436611.7664201824 685365.6659935095),431643.43365161354
38,6,1,5,1,2009-02-07,2009,1416,6.200036,-75.568576,HURTO_A_PERSONA,POINT (437098.31844305585 685350.7711892473),431643.43365161354
71,11,1,3,0,2009-03-12,2009,1416,6.200881,-75.572547,HURTO_A_PERSONA,POINT (436659.09238010366 685444.657110281),431643.43365161354
106,16,2,3,0,2009-04-16,2009,1416,6.200822,-75.572585,HURTO_A_PERSONA,POINT (436654.881259586 685438.1392913181),431643.43365161354
205,30,3,4,1,2009-07-24,2009,1416,6.202206,-75.571469,HURTO_A_PERSONA,POINT (436778.5133017087 685591.0051358277),431643.43365161354
249,36,3,6,1,2009-09-06,2009,1416,6.197882,-75.56836,HURTO_A_PERSONA,POINT (437121.9602675505 685112.6244647563),431643.43365161354
255,37,3,5,1,2009-09-12,2009,1416,6.198902,-75.565374,HURTO_A_PERSONA,POINT (437452.4341177984 685225.030829851),431643.43365161354
300,44,4,1,0,2009-10-27,2009,1416,6.202139,-75.572052,HURTO_A_PERSONA,POINT (436714.0060472448 685583.6679319288),431643.43365161354
302,44,4,3,0,2009-10-29,2009,1416,6.198106,-75.565532,HURTO_A_PERSONA,POINT (437434.86016813084 685137.0530261161),431643.43365161354
334,49,4,0,0,2009-11-30,2009,1416,6.200422,-75.571038,HURTO_A_PERSONA,POINT (436825.9839546658 685393.7354316715),431643.43365161354
5,1,1,5,1,2008-01-05,2008,1416,6.200494,-75.567852,HURTO_A_RESIDENCIA,POINT (437178.47149262636 685401.3165321581),431643.43365161354
112,17,2,0,0,2008-04-21,2008,1416,6.200814,-75.567774,HURTO_A_RESIDENCIA,POINT (437187.1387837208 685436.682761525),431643.43365161354
365,1,4,1,0,2008-12-30,2008,1416,6.200142,-75.570975,HURTO_A_RESIDENCIA,POINT (436832.9205640167 685362.7743794597),431643.43365161354
141,21,2,3,0,2009-05-21,2009,1416,6.200422,-75.571038,HURTO_A_RESIDENCIA,POINT (436825.9839546658 685393.7354316715),431643.43365161354
334,49,4,0,0,2009-11-30,2009,1416,6.201835,-75.56871,HURTO_A_RESIDENCIA,POINT (437083.70674856205 685549.6635643314),431643.43365161354
337,49,4,3,0,2009-12-03,2009,1416,6.199633,-75.567558,HURTO_A_RESIDENCIA,POINT (437210.8959592104 685306.0996132697),431643.43365161354
118,17,2,6,1,2008-04-27,2008,911,6.241491,-75.560653,HURTO_DE_CARRO,POINT (437979.7286827211 689932.6173270537),248830.99926161673
214,31,3,4,1,2008-08-01,2008,911,6.238141,-75.556795,HURTO_DE_CARRO,POINT (438406.1284727724 689561.8280635626),248830.99926161673
278,40,4,5,1,2008-10-04,2008,911,6.239747,-75.55941,HURTO_DE_CARRO,POINT (438117.0308681727 689739.6748905728),248830.99926161673
315,46,4,2,0,2009-11-11,2009,911,6.23582,-75.558483,HURTO_DE_CARRO,POINT (438219.1207237325 689305.4429278432),248830.99926161673
45,7,1,3,0,2008-02-14,2008,911,6.238911,-75.560883,HURTO_A_PERSONA,POINT (437953.9814449368 689647.4296138256),248830.99926161673
158,23,2,4,1,2008-06-06,2008,911,6.236923,-75.557093,HURTO_A_PERSONA,POINT (438373.01979565725 689427.2150726102),248830.99926161673
280,41,4,0,0,2008-10-06,2008,911,6.237425,-75.560967,HURTO_A_PERSONA,POINT (437944.51412852725 689483.1646369734),248830.99926161673
53,8,1,4,1,2008-02-22,2008,911,6.237358,-75.557215,EXTORSION,POINT (438359.57425254106 689475.3178358373),248830.99926161673
142,21,2,4,1,2009-05-22,2009,911,6.23982,-75.560105,HOMICIDIO,POINT (438040.1548513102 689747.8265627003),248830.99926161673
104,16,2,1,0,2009-04-14,2009,911,6.238704,-75.556507,HOMICIDIO,POINT (438438.05433554953 689624.0331092817),248830.99926161673
169,25,2,1,0,2008-06-17,2008,911,6.236781,-75.556975,HURTO_A_RESIDENCIA,POINT (438386.05706761475 689411.503428678),248830.99926161673
319,46,4,4,1,2008-11-14,2008,911,6.239961,-75.558223,HURTO_A_RESIDENCIA,POINT (438248.368145427 689763.193026461),248830.99926161673
118,17,2,6,1,2008-04-27,2008,603,6.300266,-75.579588,HURTO_DE_CARRO,POINT (435892.22119802213 696432.3919946109),397772.80441660807
247,36,3,2,0,2008-09-03,2008,603,6.297699,-75.580629,HURTO_DE_CARRO,POINT (435776.7575940355 696148.7406934325),397772.80441660807
157,23,2,3,0,2008-06-05,2008,603,6.300815,-75.579625,HURTO_A_PERSONA,POINT (435888.19590193074 696493.0879240051),397772.80441660807
164,24,2,5,1,2009-06-13,2009,603,6.301487,-75.57727,HURTO_A_PERSONA,POINT (436148.77118007455 696567.0881685468),397772.80441660807
21,4,1,0,0,2008-01-21,2008,603,6.303302,-75.58225,HOMICIDIO,POINT (435598.1438980506 696768.3464732616),397772.80441660807
300,43,4,6,1,2008-10-26,2008,603,6.298167,-75.579522,HOMICIDIO,POINT (435899.26412713603 696200.3416133102),397772.80441660807
244,35,3,6,1,2008-08-31,2008,603,6.299099,-75.577267,HOMICIDIO,POINT (436148.81112709705 696303.0969656756),397772.80441660807
155,23,2,1,0,2008-06-03,2008,603,6.299712,-75.582029,HOMICIDIO,POINT (435622.14670487534 696371.4482119423),397772.80441660807
310,45,4,2,0,2008-11-05,2008,603,6.301852,-75.581255,HOMICIDIO,POINT (435708.0246395694 696607.9277105973),397772.80441660807
246,36,3,3,0,2009-09-03,2009,603,6.300395,-75.579976,HOMICIDIO,POINT (435849.31922155584 696446.7004729747),397772.80441660807
149,22,2,4,1,2009-05-29,2009,603,6.301698,-75.581495,HOMICIDIO,POINT (435681.4586424706 696590.932731369),397772.80441660807
289,42,4,4,1,2009-10-16,2009,603,6.297753,-75.578674,HOMICIDIO,POINT (435993.0135524223 696154.4703432688),397772.80441660807
358,52,4,3,0,2009-12-24,2009,603,6.298324,-75.580107,HOMICIDIO,POINT (435834.5745788148 696217.7696411528),397772.80441660807
187,28,3,0,0,2009-07-06,2009,603,6.299842,-75.57936,HOMICIDIO,POINT (435917.38893322495 696385.4912417139),397772.80441660807
114,17,2,4,1,2009-04-24,2009,603,6.302978,-75.576643,HOMICIDIO,POINT (436218.3074011025 696731.839954871),397772.80441660807
182,27,3,2,0,2009-07-01,2009,603,6.29951,-75.578757,HOMICIDIO,POINT (435984.04789650155 696348.7150171439),397772.80441660807
209,31,3,1,0,2009-07-28,2009,603,6.30033,-75.579563,HOMICIDIO,POINT (435894.9943752804 696439.4640589114),397772.80441660807
144,21,2,6,1,2009-05-24,2009,603,6.303625,-75.576082,HOMICIDIO,POINT (436280.4398578145 696803.2965704537),397772.80441660807
213,31,3,5,1,2009-08-01,2009,603,6.302838,-75.576948,HOMICIDIO,POINT (436184.5535386213 696716.4003921067),397772.80441660807
282,41,4,4,1,2009-10-09,2009,603,6.298517,-75.57869,HOMICIDIO,POINT (435991.33732111147 696238.9316976882),397772.80441660807
322,47,4,2,0,2009-11-18,2009,603,6.300158,-75.579798,HOMICIDIO,POINT (435868.9792233465 696420.4784968703),397772.80441660807
99,15,2,3,0,2009-04-09,2009,603,6.297634,-75.579039,HOMICIDIO,POINT (435952.62505932554 696141.3597641061),397772.80441660807
191,28,3,4,1,2009-07-10,2009,603,6.300493,-75.581142,HOMICIDIO,POINT (435720.35661399097 696457.6776961256),397772.80441660807
213,31,3,5,1,2009-08-01,2009,603,6.300068,-75.579365,HOMICIDIO,POINT (435916.8635915882 696410.4759214923),397772.80441660807
208,31,3,0,0,2009-07-27,2009,603,6.300915,-75.578434,HOMICIDIO,POINT (436019.9480001778 696503.9966994278),397772.80441660807
312,45,4,6,1,2009-11-08,2009,603,6.298856,-75.579093,HOMICIDIO,POINT (435946.8017234859 696276.4572064049),397772.80441660807
258,38,3,1,0,2009-09-15,2009,603,6.302353,-75.580027,HOMICIDIO,POINT (435843.9184796033 696663.1616500057),397772.80441660807
197,29,3,3,0,2009-07-16,2009,603,6.301162,-75.581141,HOMICIDIO,POINT (435720.54955617513 696531.6348558242),397772.80441660807
63,10,1,0,0,2008-03-03,2008,603,6.298499,-75.57778,HURTO_A_RESIDENCIA,POINT (436091.9931999209 696236.8303654437),397772.80441660807
342,50,4,1,0,2009-12-08,2009,603,6.30229,-75.577348,HURTO_A_RESIDENCIA,POINT (436140.2415861774 696655.8685050438),397772.80441660807
119,18,2,0,0,2008-04-28,2008,1510,6.197561,-75.580909,HURTO_DE_CARRO,POINT (435733.5710490841 685078.6417107077),746321.646404006
252,37,3,0,0,2008-09-08,2008,1510,6.198613,-75.585307,HURTO_DE_CARRO,POINT (435247.12847129256 685195.4735096521),746321.646404006
305,44,4,4,1,2008-10-31,2008,1510,6.199508,-75.588959,HURTO_DE_CARRO,POINT (434843.20135503885 685294.8616938832),746321.646404006
311,45,4,3,0,2008-11-06,2008,1510,6.19697,-75.587603,HURTO_DE_CARRO,POINT (434992.9107363365 685014.1227415834),746321.646404006
103,16,2,0,0,2009-04-13,2009,1510,6.195802,-75.588179,HURTO_DE_CARRO,POINT (434929.04202181246 684885.0724386427),746321.646404006
114,17,2,4,1,2009-04-24,2009,1510,6.200864,-75.588403,HURTO_DE_CARRO,POINT (434904.8802825443 685444.6975123936),746321.646404006
266,39,3,2,0,2009-09-23,2009,1510,6.200951,-75.584323,HURTO_DE_CARRO,POINT (435356.27738268184 685453.8162576875),746321.646404006
292,43,4,0,0,2009-10-19,2009,1510,6.200043,-75.58874,HURTO_DE_CARRO,POINT (434867.49589609844 685353.978373008),746321.646404006
295,43,4,3,0,2009-10-22,2009,1510,6.199893,-75.585701,HURTO_DE_CARRO,POINT (435203.69472507277 685337.0239049819),746321.646404006
5,1,1,5,1,2008-01-05,2008,1510,6.197561,-75.580909,HURTO_A_PERSONA,POINT (435733.5710490841 685078.6417107077),746321.646404006
60,9,1,4,1,2008-02-29,2008,1510,6.197442,-75.58981,HURTO_A_PERSONA,POINT (434748.7977095733 685066.5725764945),746321.646404006
74,11,1,4,1,2008-03-14,2008,1510,6.196872,-75.58139,HURTO_A_PERSONA,POINT (435680.2724007153 685002.5320137476),746321.646404006
214,31,3,4,1,2008-08-01,2008,1510,6.201972,-75.585599,HURTO_A_PERSONA,POINT (435215.2331460131 685566.8421409945),746321.646404006
312,45,4,4,1,2008-11-07,2008,1510,6.197966,-75.583709,HURTO_A_PERSONA,POINT (435423.84353413153 685123.7537995285),746321.646404006
350,51,4,0,0,2008-12-15,2008,1510,6.199609,-75.585409,HURTO_A_PERSONA,POINT (435235.9652482205 685305.5924268325),746321.646404006
354,51,4,4,1,2008-12-19,2008,1510,6.196854,-75.587299,HURTO_A_PERSONA,POINT (435026.52951985726 685001.2618680595),746321.646404006
356,51,4,6,1,2008-12-21,2008,1510,6.199893,-75.588801,HURTO_A_PERSONA,POINT (434860.7288074527 685337.4035531472),746321.646404006
364,1,4,0,0,2008-12-29,2008,1510,6.200735,-75.583836,HURTO_A_PERSONA,POINT (435410.1298018759 685429.878422207),746321.646404006
12,3,1,0,0,2009-01-12,2009,1510,6.194577,-75.590993,HURTO_A_PERSONA,POINT (434617.5642015694 684749.9959813436),746321.646404006
214,31,3,6,1,2009-08-02,2009,1510,6.201094,-75.58009,HURTO_A_PERSONA,POINT (435824.60775328026 685469.1106670252),746321.646404006
295,43,4,3,0,2009-10-22,2009,1510,6.199893,-75.585701,HURTO_A_PERSONA,POINT (435203.69472507277 685337.0239049819),746321.646404006
300,44,4,1,0,2009-10-27,2009,1510,6.204214,-75.587045,HURTO_A_PERSONA,POINT (435055.53119738627 685814.8692170442),746321.646404006
311,45,4,5,1,2009-11-07,2009,1510,6.200864,-75.588403,HURTO_A_PERSONA,POINT (434904.8802825443 685444.6975123936),746321.646404006
325,47,4,5,1,2009-11-21,2009,1510,6.202687,-75.587663,HURTO_A_PERSONA,POINT (434986.9727368148 685646.1370644403),746321.646404006
328,48,4,1,0,2009-11-24,2009,1510,6.196872,-75.58139,HURTO_A_PERSONA,POINT (435680.2724007153 685002.5320137476),746321.646404006
331,48,4,4,1,2009-11-27,2009,1510,6.201308,-75.585873,HURTO_A_PERSONA,POINT (435184.8384236512 685493.4712963463),746321.646404006
33,5,1,5,1,2008-02-02,2008,1510,6.19917,-75.587402,HOMICIDIO,POINT (435015.4175372454 685257.3052608551),746321.646404006
200,29,3,6,1,2009-07-19,2009,1510,6.197264,-75.589882,HOMICIDIO,POINT (434740.8101381466 685046.903753437),746321.646404006
126,19,2,2,0,2009-05-06,2009,1510,6.201704,-75.581777,HOMICIDIO,POINT (435638.0425114197 685536.7497324818),746321.646404006
27,5,1,1,0,2009-01-27,2009,1510,6.200695,-75.588472,HOMICIDIO,POINT (434897.2258104757 685426.0232457423),746321.646404006
143,21,2,5,1,2009-05-23,2009,1510,6.198179,-75.58951,HOMICIDIO,POINT (434782.0786322339 685148.0101194361),746321.646404006
106,16,2,1,0,2008-04-15,2008,1510,6.201218,-75.582661,HURTO_A_RESIDENCIA,POINT (435540.1833047301 685483.1304673984),746321.646404006
119,18,2,0,0,2008-04-28,2008,1005,6.256908,-75.571705,HURTO_DE_CARRO,POINT (436758.95167329314 691638.2587594109),194824.69373237866
235,34,3,4,1,2008-08-22,2008,1005,6.256623,-75.569604,HURTO_DE_CARRO,POINT (436991.33417186065 691606.5001151002),194824.69373237866
322,47,4,0,0,2008-11-17,2008,1005,6.255436,-75.567885,HURTO_DE_CARRO,POINT (437181.35154616844 691475.0732480318),194824.69373237866
33,6,1,0,0,2009-02-02,2009,1005,6.25674,-75.569736,HURTO_DE_CARRO,POINT (436976.7460913544 691619.4501243115),194824.69373237866
128,19,2,4,1,2009-05-08,2009,1005,6.256289,-75.567736,HURTO_DE_CARRO,POINT (437197.9360711168 691569.3533710581),194824.69373237866
148,22,2,3,0,2009-05-28,2009,1005,6.256908,-75.571705,HURTO_DE_CARRO,POINT (436758.95167329314 691638.2587594109),194824.69373237866
15,3,1,1,0,2008-01-15,2008,1005,6.254496,-75.569123,HURTO_A_PERSONA,POINT (437044.2888216732 691371.3056478505),194824.69373237866
42,7,1,0,0,2008-02-11,2008,1005,6.255436,-75.567885,HURTO_A_PERSONA,POINT (437181.35154616844 691475.0732480318),194824.69373237866
78,12,1,1,0,2008-03-18,2008,1005,6.254313,-75.568083,HURTO_A_PERSONA,POINT (437159.31424382306 691350.9508715727),194824.69373237866
119,18,2,0,0,2008-04-28,2008,1005,6.256289,-75.567736,HURTO_A_PERSONA,POINT (437197.9360711168 691569.3533710581),194824.69373237866
130,19,2,4,1,2008-05-09,2008,1005,6.256103,-75.566394,HURTO_A_PERSONA,POINT (437346.3686086765 691548.6312218437),194824.69373237866
140,21,2,0,0,2008-05-19,2008,1005,6.255064,-75.570108,HURTO_A_PERSONA,POINT (436935.39383211115 691434.2152741341),194824.69373237866
153,22,2,6,1,2008-06-01,2008,1005,6.254801,-75.568713,HURTO_A_PERSONA,POINT (437089.68046308524 691404.9738974447),194824.69373237866
164,24,2,3,0,2008-06-12,2008,1005,6.254613,-75.569233,HURTO_A_PERSONA,POINT (437032.1343588278 691384.2530019805),194824.69373237866
184,27,3,2,0,2008-07-02,2008,1005,6.256468,-75.568785,HURTO_A_PERSONA,POINT (437081.9150052972 691589.2669931625),194824.69373237866
193,28,3,4,1,2008-07-11,2008,1005,6.255919,-75.570079,HURTO_A_PERSONA,POINT (436938.70435445185 691528.7308517194),194824.69373237866
213,31,3,3,0,2008-07-31,2008,1005,6.256284,-75.568457,HURTO_A_PERSONA,POINT (437118.17701632914 691568.8868111671),194824.69373237866
219,32,3,2,0,2008-08-06,2008,1005,6.254656,-75.569952,HURTO_A_PERSONA,POINT (436952.6020239256 691389.0927392152),194824.69373237866
253,37,3,1,0,2008-09-09,2008,1005,6.254681,-75.567206,HURTO_A_PERSONA,POINT (437256.37396619725 691391.5280219589),194824.69373237866
254,37,3,2,0,2008-09-10,2008,1005,6.256284,-75.568457,HURTO_A_PERSONA,POINT (437118.17701632914 691568.8868111671),194824.69373237866
255,37,3,3,0,2008-09-11,2008,1005,6.256623,-75.569604,HURTO_A_PERSONA,POINT (436991.33417186065 691606.5001151002),194824.69373237866
273,40,3,0,0,2008-09-29,2008,1005,6.255436,-75.567885,HURTO_A_PERSONA,POINT (437181.35154616844 691475.0732480318),194824.69373237866
278,40,4,5,1,2008-10-04,2008,1005,6.256917,-75.566705,HURTO_A_PERSONA,POINT (437312.0621657897 691638.6548087455),194824.69373237866
289,42,4,2,0,2008-10-15,2008,1005,6.253436,-75.570134,HURTO_A_PERSONA,POINT (436932.3225485065 691254.2452735159),194824.69373237866
295,43,4,1,0,2008-10-21,2008,1005,6.254757,-75.570075,HURTO_A_PERSONA,POINT (436939.00757582637 691400.272896117),194824.69373237866
310,45,4,2,0,2008-11-05,2008,1005,6.254819,-75.567994,HURTO_A_PERSONA,POINT (437169.22005395475 691406.8778088576),194824.69373237866
7,2,1,2,0,2009-01-07,2009,1005,6.254313,-75.568083,HURTO_A_PERSONA,POINT (437159.31424382306 691350.9508715727),194824.69373237866
78,12,1,3,0,2009-03-19,2009,1005,6.254681,-75.567206,HURTO_A_PERSONA,POINT (437256.37396619725 691391.5280219589),194824.69373237866
83,13,1,1,0,2009-03-24,2009,1005,6.255885,-75.569888,HURTO_A_PERSONA,POINT (436959.829102851 691524.9492940464),194824.69373237866
128,19,2,4,1,2009-05-08,2009,1005,6.256289,-75.567736,HURTO_A_PERSONA,POINT (437197.9360711168 691569.3533710581),194824.69373237866
